rank,type_,code,name,premium,share
108,L,451,FIDELITY SECURITY GRP,"405,604",0%
109,L,28,AMICA MUT GRP,"393,143",0%
110,F,57142,SONS OF NORWAY,"376,236",0%
111,L,4553,SAVINGS BANK LIFE GRP,"370,078",0%
112,L,4877,TWA & AMFI CORP GRP,"353,514",0%
113,F,56138,CSA FRATERNAL LIFE,"330,896",0%
114,F,56332,FIRST CATH SLOVAK LADIES ASSN USA,"330,732",0%
115,L,454,SECURITY NATL GRP,"319,506",0%
116,F,57770,CATHOLIC HOLY FAMILY SOCIETY,"291,312",0%
117,L,4752,FIRST TRINITY FIN GRP,"281,001",0%
118,L,315,INDUSTRIAL ALLIANCE GRP,"278,066",0%
119,L,535,COLUMBIAN LIFE GRP,"264,378",0%
120,L,1,AETNA GRP,"243,789",0%
121,L,917,HCSC GRP,"237,579",0%
122,L,61212,BALTIMORE LIFE INS CO,"226,050",0%
123,F,58009,POLICE & FIREMENS INS ASSN,"220,912",0%
124,L,542,INDIANA FARM BUREAU GRP,"211,602",0%
125,L,4862,ASSURITY GRP,"186,463",0%
1,L,12,AMERICAN INTL GRP,"472,839,178",8.64%
2,L,304,PRUDENTIAL OF AMER GRP,"376,802,348",6.89%
3,L,918,JACKSON NATL GRP,"356,454,004",6.52%
4,L,431,SAMMONS ENTERPRISES GRP,"323,829,077",5.92%
5,L,761,ALLIANZ INS GRP,"318,587,722",5.82%
6,L,20,LINCOLN NATL GRP,"303,636,206",5.55%
7,L,4832,VOYA FINANCIAL GRP,"299,452,089",5.47%
8,L,435,MASS MUT LIFE INS GRP,"289,424,520",5.29%
9,L,1216,TIAA FAMILY GRP,"252,709,807",4.62%
10,L,826,NEW YORK LIFE GRP,"210,179,218",3.84%
11,L,241,METROPOLITAN GRP,"192,315,891",3.52%
12,L,2658,AMERICAN EQUITY INVESTMENT GRP,"191,637,424",3.50%
13,L,4734,ATHENE GRP,"153,958,933",2.81%
14,L,968,AXA INS GRP,"128,964,537",2.36%
15,L,709,PACIFIC LIFE GRP,"109,239,578",2.00%
16,L,3891,GOLDMAN SACHS GRP,"108,413,113",1.98%
17,L,4855,SUMITOMO LIFE INS GRP,"106,805,122",1.95%
18,L,84,AMERICAN FINANCIAL GRP,"91,185,454",1.67%
19,L,619,ONEAMERICA FIN PARTNERS GRP,"80,557,529",1.47%
20,L,4,AMERIPRISE FIN GRP,"78,290,408",1.43%
21,L,769,GREAT WEST GRP,"69,482,350",1.27%
22,L,468,AEGON US HOLDING GRP,"69,109,687",1.26%
23,L,860,NORTHWESTERN MUT GRP,"59,174,081",1.08%
24,L,332,PRINCIPAL FIN GRP,"51,466,165",0.94%
25,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"47,156,440",0.86%
26,L,4731,HARBINGER GRP,"42,215,460",0.77%
27,L,634,NATIONAL LIFE GRP,"39,907,992",0.73%
28,L,869,MINNESOTA MUT GRP,"39,388,780",0.72%
29,L,458,PROTECTIVE LIFE INS GRP,"38,221,402",0.70%
30,L,261,MUTUAL OF OMAHA GRP,"35,138,594",0.64%
31,F,57320,WOODMEN WORLD LIFE INS SOC,"34,419,181",0.63%
32,L,429,GUARDIAN LIFE GRP,"34,119,828",0.62%
33,L,176,STATE FARM GRP,"30,600,044",0.56%
34,L,836,WEST SOUTHERN GRP,"29,593,050",0.54%
35,L,981,FIDELITY INVESTMENT INS & ANN GRP,"27,579,387",0.50%
36,L,62510,EQUITRUST LIFE INS CO,"26,132,555",0.48%
37,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"25,687,186",0.47%
38,L,4794,DELAWARE LIFE HOLDING GRP,"24,459,684",0.45%
39,F,57541,MODERN WOODMEN OF AMER,"24,443,758",0.45%
40,L,233,CNO FINANCIAL GRP,"23,037,336",0.42%
41,L,306,CUNA MUT GRP,"20,456,261",0.37%
42,L,66850,NATIONAL WESTERN LIFE INS CO,"17,246,162",0.32%
43,L,4836,JEFFERSON NATIONAL GRP,"16,248,401",0.30%
44,L,704,OHIO NATL LIFE GRP,"15,012,086",0.27%
45,L,943,AMERITAS MUT HOLDING GRP,"14,827,820",0.27%
46,L,408,AMERICAN NATL FIN GRP,"13,837,522",0.25%
47,L,68896,SOUTHERN FARM BUREAU LIFE INS CO,"12,853,188",0.23%
48,L,3098,TOKIO MARINE HOLDINGS INC GRP,"12,410,418",0.23%
49,L,169,SENTRY INS GRP,"12,403,787",0.23%
50,L,300,HORACE MANN GRP,"8,571,786",0.16%
51,L,4736,GGC GRP,"7,939,129",0.15%
52,L,1348,MEIJI YASUDA LIFE INS GRP,"7,811,062",0.14%
53,L,4011,GENWORTH FIN GRP,"7,132,523",0.13%
54,L,872,BANNER LIFE GRP,"6,806,743",0.12%
55,L,63495,FORESTERS LIFE INS ANN CO,"6,632,032",0.12%
56,L,84174,ELCO MUT LIFE & ANN,"6,439,601",0.12%
57,L,140,NATIONWIDE CORP GRP,"6,178,134",0.11%
58,L,91,HARTFORD FIRE & CAS GRP,"5,693,165",0.10%
59,L,574,AMERCO CORP GRP,"5,602,766",0.10%
60,L,449,FINANCIAL HOLDINGS GRP,"3,824,298",0.07%
61,L,111,LIBERTY MUT GRP,"3,460,447",0.06%
62,L,280,AUTO OWNERS GRP,"2,442,684",0.04%
63,L,588,KANSAS CITY LIFE INS GRP,"2,425,544",0.04%
64,L,3436,LIBERTY LIFE GRP TRUST GRP,"2,330,621",0.04%
65,L,4844,LIA HOLDINGS GRP,"2,104,402",0.04%
66,L,290,TORCHMARK CORP GRP,"1,940,622",0.04%
67,L,60445,SAGICOR LIFE INS CO,"1,873,906",0.03%
68,L,4824,ADVANTAGE CAPITAL GRP,"1,715,940",0.03%
69,L,50,COUNTRY INS & FIN SERV GRP,"1,642,092",0.03%
70,L,1117,MANHATTAN LIFE GRP,"1,630,804",0.03%
71,F,57657,ROYAL NEIGHBORS OF AMER,"1,514,637",0.03%
72,L,212,ZURICH INS GRP,"1,485,935",0.03%
73,L,4853,AAA LIFE GRP,"1,407,706",0.03%
74,L,850,PENN MUT GRP,"1,379,147",0.03%
75,L,904,JOHN HANCOCK GRP,"1,341,818",0.02%
76,L,330,AMERICAN FIDELITY CORP GRP,"1,317,395",0.02%
77,L,7,FEDERATED MUT GRP,"1,298,551",0.02%
78,L,689,BANKERS INS GRP,"1,171,478",0.02%
79,L,4827,SOUTHLAND NATL HOLDING GRP,"1,060,039",0.02%
80,L,450,GENEVE HOLDINGS INC GRP,"983,885",0.02%
81,L,1,AETNA GRP,"919,677",0.02%
82,L,64238,GUARANTY INCOME LIFE INS CO,"859,619",0.02%
83,L,8,ALLSTATE INS GRP,"796,442",0.01%
84,L,4752,FIRST TRINITY FIN GRP,"794,230",0.01%
85,L,4815,RESOLUTION LIFE GRP,"667,430",0.01%
86,L,68772,SECURITY MUT LIFE INS CO OF NY,"582,750",0.01%
87,F,56693,GREEK CATHOLIC UNION OF THE USA,"537,812",0.01%
88,L,4639,RGA INC GRP,"514,582",0.01%
89,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"379,136",0.01%
90,F,56685,GBU FINANCIAL LIFE,"338,982",0.01%
91,F,56782,NATIONAL SLOVAK SOCIETY OF THE USA,"306,493",0.01%
92,L,264,HEALTHMARKETS GRP,"255,538",0%
93,L,291,MOTORISTS MUT GRP,"253,573",0%
94,L,520,NEW ERA LIFE GRP,"250,435",0%
95,L,344,CHURCH PENSION FUND GRP,"216,760",0%
96,L,315,INDUSTRIAL ALLIANCE GRP,"213,704",0%
97,L,19,ASSURANT INC GRP,"193,769",0%
98,L,88668,MUTUAL OF AMER LIFE INS CO,"189,731",0%
99,L,454,SECURITY NATL GRP,"188,353",0%
100,L,451,FIDELITY SECURITY GRP,"183,332",0%
101,L,801,DIRECTORS INVESTMENT GRP,"169,377",0%
102,L,64904,INVESTORS HERITAGE LIFE INS CO,"165,579",0%
103,L,64505,HOMESTEADERS LIFE CO,"159,292",0%
104,L,244,CINCINNATI FIN GRP,"144,781",0%
105,F,56332,FIRST CATH SLOVAK LADIES ASSN USA,"135,023",0%
106,L,62928,EMC NATL LIFE CO,"129,427",0%
107,F,58033,KNIGHTS OF COLUMBUS,"127,090",0%
108,L,1280,GREAT WESTERN CO GRP,"122,674",0%
109,F,57487,CATHOLIC ORDER OF FORESTERS,"113,600",0%
110,F,56758,LOYAL CHRISTIAN BENEFIT ASSN,"102,122",0%
111,F,56456,UNITED STATES LETTER CARRIERS MUT BE,"94,451",0%
112,L,5,ALFA INS GRP,"89,070",0%
113,L,4877,TWA & AMFI CORP GRP,"88,699",0%
114,L,838,CINCINNATI EQUITABLE CO GRP,"85,496",0%
115,L,69132,STATE MUT INS CO,"65,371",0%
116,L,535,COLUMBIAN LIFE GRP,"62,763",0%
117,F,58009,POLICE & FIREMENS INS ASSN,"62,505",0%
118,L,28,AMICA MUT GRP,"59,001",0%
119,L,4750,PRIMERICA GRP,"50,920",0%
120,F,56634,CROATIAN FRATERNAL UNION OF AMER,"50,000",0%
121,L,707,UNITEDHEALTH GRP,"39,731",0%
122,F,56413,UNITED TRANSPORTATION UNION INS ASSN,"39,347",0%
123,L,4712,GPM LIFE GRP,"32,642",0%
124,L,367,PHYSICIANS MUT GRP,"26,558",0%
125,L,953,UNIVERSAL AMER FIN CORP GRP,"25,058",0%
1,L,918,JACKSON NATL GRP,"115,821,441",8.91%
2,L,826,NEW YORK LIFE GRP,"114,685,928",8.82%
3,L,709,PACIFIC LIFE GRP,"111,362,872",8.56%
4,L,4832,VOYA FINANCIAL GRP,"84,389,516",6.49%
5,L,431,SAMMONS ENTERPRISES GRP,"74,503,104",5.73%
6,L,968,AXA INS GRP,"62,649,035",4.82%
7,L,3891,GOLDMAN SACHS GRP,"61,974,333",4.77%
8,L,12,AMERICAN INTL GRP,"61,752,215",4.75%
9,L,304,PRUDENTIAL OF AMER GRP,"61,563,616",4.73%
10,L,836,WEST SOUTHERN GRP,"55,677,748",4.28%
11,L,761,ALLIANZ INS GRP,"53,303,134",4.10%
12,L,4,AMERIPRISE FIN GRP,"51,786,159",3.98%
13,L,1216,TIAA FAMILY GRP,"49,780,900",3.83%
14,L,619,ONEAMERICA FIN PARTNERS GRP,"35,494,314",2.73%
15,L,20,LINCOLN NATL GRP,"27,121,097",2.09%
16,L,241,METROPOLITAN GRP,"24,831,070",1.91%
17,L,468,AEGON US HOLDING GRP,"23,133,994",1.78%
18,L,84,AMERICAN FINANCIAL GRP,"21,261,417",1.64%
19,L,3098,TOKIO MARINE HOLDINGS INC GRP,"20,022,269",1.54%
20,L,435,MASS MUT LIFE INS GRP,"17,703,841",1.36%
21,L,4734,ATHENE GRP,"13,895,135",1.07%
22,L,634,NATIONAL LIFE GRP,"12,944,160",1.00%
23,L,769,GREAT WEST GRP,"12,819,041",0.99%
24,L,2658,AMERICAN EQUITY INVESTMENT GRP,"12,272,181",0.94%
25,L,4855,SUMITOMO LIFE INS GRP,"11,803,779",0.91%
26,L,429,GUARDIAN LIFE GRP,"8,657,899",0.67%
27,L,408,AMERICAN NATL FIN GRP,"8,113,876",0.62%
28,L,872,BANNER LIFE GRP,"7,907,071",0.61%
29,L,981,FIDELITY INVESTMENT INS & ANN GRP,"7,833,201",0.60%
30,L,449,FINANCIAL HOLDINGS GRP,"7,318,317",0.56%
31,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"5,947,653",0.46%
32,L,332,PRINCIPAL FIN GRP,"5,719,389",0.44%
33,L,62510,EQUITRUST LIFE INS CO,"5,371,706",0.41%
34,L,261,MUTUAL OF OMAHA GRP,"4,904,093",0.38%
35,L,860,NORTHWESTERN MUT GRP,"4,492,931",0.35%
36,L,140,NATIONWIDE CORP GRP,"4,109,727",0.32%
37,L,904,JOHN HANCOCK GRP,"3,698,009",0.28%
38,L,4844,LIA HOLDINGS GRP,"3,500,000",0.27%
39,L,4731,HARBINGER GRP,"3,165,553",0.24%
40,L,1348,MEIJI YASUDA LIFE INS GRP,"3,067,742",0.24%
41,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"2,776,129",0.21%
42,L,4836,JEFFERSON NATIONAL GRP,"2,225,357",0.17%
43,L,176,STATE FARM GRP,"2,179,986",0.17%
44,L,869,MINNESOTA MUT GRP,"2,086,327",0.16%
45,L,4736,GGC GRP,"1,408,565",0.11%
46,L,91,HARTFORD FIRE & CAS GRP,"1,334,522",0.10%
47,L,943,AMERITAS MUT HOLDING GRP,"1,192,470",0.09%
48,L,306,CUNA MUT GRP,"1,089,196",0.08%
49,L,4794,DELAWARE LIFE HOLDING GRP,"1,048,619",0.08%
50,F,57320,WOODMEN WORLD LIFE INS SOC,"849,786",0.07%
51,L,66850,NATIONAL WESTERN LIFE INS CO,"815,617",0.06%
52,L,458,PROTECTIVE LIFE INS GRP,"795,511",0.06%
53,L,233,CNO FINANCIAL GRP,"794,123",0.06%
54,L,704,OHIO NATL LIFE GRP,"732,886",0.06%
55,L,3436,LIBERTY LIFE GRP TRUST GRP,"668,796",0.05%
56,L,574,AMERCO CORP GRP,"567,097",0.04%
57,L,850,PENN MUT GRP,"426,000",0.03%
58,L,588,KANSAS CITY LIFE INS GRP,"425,024",0.03%
59,L,4815,RESOLUTION LIFE GRP,"352,257",0.03%
60,L,4862,ASSURITY GRP,"224,240",0.02%
61,F,56685,GBU FINANCIAL LIFE,"210,447",0.02%
62,L,4011,GENWORTH FIN GRP,"201,491",0.02%
63,L,4827,SOUTHLAND NATL HOLDING GRP,"183,885",0.01%
64,L,1117,MANHATTAN LIFE GRP,"153,699",0.01%
65,L,8,ALLSTATE INS GRP,"150,378",0.01%
66,F,56332,FIRST CATH SLOVAK LADIES ASSN USA,"113,650",0.01%
67,F,56456,UNITED STATES LETTER CARRIERS MUT BE,"111,630",0.01%
68,L,212,ZURICH INS GRP,"99,853",0.01%
69,F,57541,MODERN WOODMEN OF AMER,"99,438",0.01%
70,L,89184,STERLING INVESTORS LIFE INS CO,"83,953",0.01%
71,L,615,BENEFICIAL LIFE GRP,"82,556",0.01%
72,L,111,LIBERTY MUT GRP,"81,850",0.01%
73,L,4877,TWA & AMFI CORP GRP,"59,423",0%
74,L,450,GENEVE HOLDINGS INC GRP,"55,954",0%
75,L,4853,AAA LIFE GRP,"44,331",0%
76,L,60445,SAGICOR LIFE INS CO,"40,000",0%
77,L,315,INDUSTRIAL ALLIANCE GRP,"30,276",0%
78,L,50,COUNTRY INS & FIN SERV GRP,"27,837",0%
79,L,4553,SAVINGS BANK LIFE GRP,"20,000",0%
80,L,19,ASSURANT INC GRP,"18,856",0%
81,L,330,AMERICAN FIDELITY CORP GRP,"18,415",0%
82,L,513,IOWA FARM BUREAU GRP,"13,900",0%
83,L,4750,PRIMERICA GRP,"13,434",0%
84,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"11,131",0%
85,L,300,HORACE MANN GRP,"6,985",0%
86,L,707,UNITEDHEALTH GRP,"6,304",0%
87,L,4712,GPM LIFE GRP,"5,400",0%
88,L,525,PAN AMER LIFE GRP,"4,000",0%
89,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"2,850",0%
90,L,901,CIGNA HLTH GRP,"2,826",0%
91,L,264,HEALTHMARKETS GRP,"2,375",0%
92,L,454,SECURITY NATL GRP,"1,285",0%
93,L,63223,FEDERAL LIFE INS CO,"1,200",0%
93,L,67032,NORTH CAROLINA MUT LIFE INS CO,"1,200",0%
95,L,62928,EMC NATL LIFE CO,"1,109",0%
96,L,64505,HOMESTEADERS LIFE CO,"1,000",0%
97,L,65927,LINCOLN HERITAGE LIFE INS CO,984,0%
98,L,290,TORCHMARK CORP GRP,931,0%
99,F,57657,ROYAL NEIGHBORS OF AMER,900,0%
100,L,69310,SURETY LIFE INS CO,780,0%
101,F,57487,CATHOLIC ORDER OF FORESTERS,700,0%
102,L,4213,WILTON RE GRP,600,0%
103,F,56154,GLEANER LIFE INS SOCIETY,440,0%
104,F,56499,ASSURED LIFE ASSN,412,0%
105,L,55,AUTOMOBILE CLUB MI GRP,400,0%
106,F,57010,WILLIAM PENN ASSN,350,0%
107,L,451,FIDELITY SECURITY GRP,347,0%
108,L,81779,INDIVIDUAL ASSUR CO LIFE HLTH & ACC,240,0%
109,L,119,HUMANA GRP,167,0%
110,L,344,CHURCH PENSION FUND GRP,35,0%
1,L,761,ALLIANZ INS GRP,"61,460,946",6.73%
2,L,918,JACKSON NATL GRP,"60,060,834",6.58%
3,L,304,PRUDENTIAL OF AMER GRP,"54,554,006",5.98%
4,L,12,AMERICAN INTL GRP,"53,576,800",5.87%
5,L,431,SAMMONS ENTERPRISES GRP,"53,146,305",5.82%
6,L,826,NEW YORK LIFE GRP,"48,437,006",5.31%
7,L,1216,TIAA FAMILY GRP,"39,792,754",4.36%
8,L,20,LINCOLN NATL GRP,"35,446,501",3.88%
9,L,2658,AMERICAN EQUITY INVESTMENT GRP,"32,993,516",3.61%
10,L,4832,VOYA FINANCIAL GRP,"32,123,410",3.52%
11,L,619,ONEAMERICA FIN PARTNERS GRP,"30,988,113",3.39%
12,L,4734,ATHENE GRP,"27,441,125",3.01%
13,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"23,359,659",2.56%
14,L,84,AMERICAN FINANCIAL GRP,"22,922,282",2.51%
15,L,769,GREAT WEST GRP,"22,668,657",2.48%
16,L,860,NORTHWESTERN MUT GRP,"20,686,143",2.27%
17,L,1117,MANHATTAN LIFE GRP,"20,638,102",2.26%
18,L,968,AXA INS GRP,"20,261,226",2.22%
19,L,3891,GOLDMAN SACHS GRP,"17,096,360",1.87%
20,L,709,PACIFIC LIFE GRP,"15,707,238",1.72%
21,L,4855,SUMITOMO LIFE INS GRP,"14,198,036",1.56%
22,L,241,METROPOLITAN GRP,"14,172,160",1.55%
23,L,468,AEGON US HOLDING GRP,"14,113,229",1.55%
24,L,4,AMERIPRISE FIN GRP,"12,730,089",1.39%
25,L,435,MASS MUT LIFE INS GRP,"12,383,533",1.36%
26,L,4794,DELAWARE LIFE HOLDING GRP,"10,701,751",1.17%
27,L,332,PRINCIPAL FIN GRP,"10,222,150",1.12%
28,L,513,IOWA FARM BUREAU GRP,"10,188,986",1.12%
29,L,176,STATE FARM GRP,"8,503,408",0.93%
30,L,458,PROTECTIVE LIFE INS GRP,"7,893,604",0.86%
31,L,943,AMERITAS MUT HOLDING GRP,"7,141,467",0.78%
32,L,704,OHIO NATL LIFE GRP,"6,575,926",0.72%
33,L,836,WEST SOUTHERN GRP,"6,390,292",0.70%
34,F,57541,MODERN WOODMEN OF AMER,"5,735,121",0.63%
35,L,62510,EQUITRUST LIFE INS CO,"4,863,196",0.53%
36,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"4,501,151",0.49%
37,L,4731,HARBINGER GRP,"4,452,285",0.49%
38,L,869,MINNESOTA MUT GRP,"4,112,883",0.45%
39,L,2878,UNITED HERITAGE MUT GRP,"3,756,635",0.41%
40,L,169,SENTRY INS GRP,"3,747,759",0.41%
41,L,306,CUNA MUT GRP,"3,709,696",0.41%
42,L,408,AMERICAN NATL FIN GRP,"3,681,245",0.40%
43,L,60445,SAGICOR LIFE INS CO,"3,487,670",0.38%
44,L,981,FIDELITY INVESTMENT INS & ANN GRP,"3,471,717",0.38%
45,L,233,CNO FINANCIAL GRP,"3,379,093",0.37%
46,L,66850,NATIONAL WESTERN LIFE INS CO,"3,346,835",0.37%
47,L,1348,MEIJI YASUDA LIFE INS GRP,"3,095,662",0.34%
48,L,261,MUTUAL OF OMAHA GRP,"2,857,076",0.31%
49,L,4836,JEFFERSON NATIONAL GRP,"2,824,795",0.31%
50,L,4844,LIA HOLDINGS GRP,"2,700,000",0.30%
51,L,4736,GGC GRP,"2,479,470",0.27%
52,L,91,HARTFORD FIRE & CAS GRP,"2,262,262",0.25%
53,L,449,FINANCIAL HOLDINGS GRP,"1,563,086",0.17%
54,L,330,AMERICAN FIDELITY CORP GRP,"1,489,774",0.16%
55,L,3098,TOKIO MARINE HOLDINGS INC GRP,"1,360,574",0.15%
56,L,615,BENEFICIAL LIFE GRP,"977,281",0.11%
57,L,634,NATIONAL LIFE GRP,"965,924",0.11%
58,L,588,KANSAS CITY LIFE INS GRP,"822,239",0.09%
59,L,4815,RESOLUTION LIFE GRP,"795,410",0.09%
60,L,300,HORACE MANN GRP,"741,153",0.08%
61,L,140,NATIONWIDE CORP GRP,"738,703",0.08%
62,L,3436,LIBERTY LIFE GRP TRUST GRP,"573,819",0.06%
63,L,4824,ADVANTAGE CAPITAL GRP,"560,000",0.06%
64,F,57142,SONS OF NORWAY,"536,167",0.06%
65,L,212,ZURICH INS GRP,"513,020",0.06%
66,L,8,ALLSTATE INS GRP,"428,922",0.05%
67,L,429,GUARDIAN LIFE GRP,"403,563",0.04%
68,L,84174,ELCO MUT LIFE & ANN,"396,569",0.04%
69,L,872,BANNER LIFE GRP,"374,930",0.04%
70,L,863,INTER AMER GRP,"319,180",0.03%
71,L,4011,GENWORTH FIN GRP,"291,189",0.03%
72,L,1280,GREAT WESTERN CO GRP,"228,356",0.03%
73,L,244,CINCINNATI FIN GRP,"210,734",0.02%
74,L,850,PENN MUT GRP,"201,246",0.02%
75,L,689,BANKERS INS GRP,"195,000",0.02%
76,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"181,306",0.02%
77,F,57657,ROYAL NEIGHBORS OF AMER,"150,449",0.02%
78,L,574,AMERCO CORP GRP,"134,750",0.01%
79,L,4712,GPM LIFE GRP,"122,689",0.01%
80,L,111,LIBERTY MUT GRP,"94,975",0.01%
81,L,572,BCBS OF MI GRP,"88,859",0.01%
82,L,4827,SOUTHLAND NATL HOLDING GRP,"55,765",0.01%
83,L,904,JOHN HANCOCK GRP,"46,754",0.01%
84,L,315,INDUSTRIAL ALLIANCE GRP,"39,820",0%
85,L,280,AUTO OWNERS GRP,"38,536",0%
86,L,19,ASSURANT INC GRP,"35,166",0%
87,B,4616,EVERENCE GRP,"28,791",0%
88,L,473,AMERICAN FAMILY INS GRP,"26,376",0%
89,F,57320,WOODMEN WORLD LIFE INS SOC,"25,704",0%
90,L,248,UNITED FIRE & CAS GRP,"23,427",0%
91,L,290,TORCHMARK CORP GRP,"19,996",0%
92,L,64505,HOMESTEADERS LIFE CO,"16,800",0%
93,L,450,GENEVE HOLDINGS INC GRP,"15,191",0%
94,L,7,FEDERATED MUT GRP,"12,500",0%
95,L,454,SECURITY NATL GRP,"7,786",0%
96,F,56685,GBU FINANCIAL LIFE,"7,575",0%
97,L,707,UNITEDHEALTH GRP,"6,500",0%
98,F,56456,UNITED STATES LETTER CARRIERS MUT BE,"6,172",0%
99,F,57967,LUSO AMER LIFE INS SOCIETY,"4,500",0%
100,L,264,HEALTHMARKETS GRP,"3,589",0%
101,F,56413,UNITED TRANSPORTATION UNION INS ASSN,"2,420",0%
102,L,612,CITIZENS GRP,"2,305",0%
103,L,344,CHURCH PENSION FUND GRP,"2,096",0%
104,L,4853,AAA LIFE GRP,"1,900",0%
105,F,56332,FIRST CATH SLOVAK LADIES ASSN USA,"1,600",0%
106,L,4877,TWA & AMFI CORP GRP,"1,560",0%
107,L,68772,SECURITY MUT LIFE INS CO OF NY,"1,500",0%
108,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"1,450",0%
109,L,4750,PRIMERICA GRP,"1,189",0%
110,L,565,UNUMPROVIDENT CORP GRP,919,0%
111,L,535,COLUMBIAN LIFE GRP,800,0%
112,F,56170,WOMANS LIFE INS SOCIETY,600,0%
113,L,50,COUNTRY INS & FIN SERV GRP,550,0%
114,L,4732,MIDWEST HOLDING GRP,500,0%
115,L,65927,LINCOLN HERITAGE LIFE INS CO,431,0%
116,F,56499,ASSURED LIFE ASSN,422,0%
117,L,69310,SURETY LIFE INS CO,360,0%
118,F,57010,WILLIAM PENN ASSN,345,0%
119,L,276,TRUSTMARK MUT HOLDING CO GRP,240,0%
120,L,525,PAN AMER LIFE GRP,200,0%
121,L,526,MAXIMUM CORP GRP,130,0%
122,L,119,HUMANA GRP,104,0%
123,L,153,PEKIN INS GRP,100,0%
124,L,4213,WILTON RE GRP,80,0%
125,L,901,CIGNA HLTH GRP,15,0%
1,L,918,JACKSON NATL GRP,"746,222,985",7.66%
2,L,304,PRUDENTIAL OF AMER GRP,"648,067,827",6.65%
3,L,4832,VOYA FINANCIAL GRP,"595,290,192",6.11%
4,L,12,AMERICAN INTL GRP,"565,285,392",5.80%
5,L,761,ALLIANZ INS GRP,"552,128,561",5.67%
6,L,1216,TIAA FAMILY GRP,"546,835,169",5.61%
7,L,431,SAMMONS ENTERPRISES GRP,"479,855,461",4.93%
8,L,968,AXA INS GRP,"467,505,317",4.80%
9,L,20,LINCOLN NATL GRP,"363,772,833",3.73%
10,L,826,NEW YORK LIFE GRP,"348,732,289",3.58%
11,L,709,PACIFIC LIFE GRP,"317,065,660",3.25%
12,L,2658,AMERICAN EQUITY INVESTMENT GRP,"283,456,978",2.91%
13,L,241,METROPOLITAN GRP,"279,781,229",2.87%
14,L,4734,ATHENE GRP,"218,200,397",2.24%
15,L,468,AEGON US HOLDING GRP,"198,910,977",2.04%
16,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"194,857,095",2.00%
17,L,4855,SUMITOMO LIFE INS GRP,"182,525,635",1.87%
18,L,4,AMERIPRISE FIN GRP,"179,787,180",1.85%
19,L,435,MASS MUT LIFE INS GRP,"176,892,442",1.82%
20,L,3891,GOLDMAN SACHS GRP,"175,670,762",1.80%
21,L,619,ONEAMERICA FIN PARTNERS GRP,"165,782,521",1.70%
22,L,860,NORTHWESTERN MUT GRP,"160,601,833",1.65%
23,L,332,PRINCIPAL FIN GRP,"158,606,701",1.63%
24,L,769,GREAT WEST GRP,"136,440,539",1.40%
25,L,84,AMERICAN FINANCIAL GRP,"129,554,688",1.33%
26,L,50,COUNTRY INS & FIN SERV GRP,"95,626,591",0.98%
27,L,4731,HARBINGER GRP,"86,681,907",0.89%
28,L,836,WEST SOUTHERN GRP,"80,364,262",0.82%
29,L,62510,EQUITRUST LIFE INS CO,"74,832,361",0.77%
30,L,176,STATE FARM GRP,"57,330,751",0.59%
31,L,704,OHIO NATL LIFE GRP,"55,298,188",0.57%
32,L,261,MUTUAL OF OMAHA GRP,"55,105,052",0.57%
33,L,869,MINNESOTA MUT GRP,"54,870,583",0.56%
34,L,943,AMERITAS MUT HOLDING GRP,"50,477,720",0.52%
35,L,981,FIDELITY INVESTMENT INS & ANN GRP,"49,905,562",0.51%
36,L,300,HORACE MANN GRP,"42,656,493",0.44%
37,F,57541,MODERN WOODMEN OF AMER,"39,575,679",0.41%
38,L,4844,LIA HOLDINGS GRP,"39,271,838",0.40%
39,L,408,AMERICAN NATL FIN GRP,"38,856,163",0.40%
40,L,169,SENTRY INS GRP,"35,352,334",0.36%
41,L,306,CUNA MUT GRP,"32,269,908",0.33%
42,L,429,GUARDIAN LIFE GRP,"30,850,203",0.32%
43,L,634,NATIONAL LIFE GRP,"28,639,709",0.29%
44,L,3098,TOKIO MARINE HOLDINGS INC GRP,"25,343,304",0.26%
45,L,4836,JEFFERSON NATIONAL GRP,"24,728,090",0.25%
46,L,458,PROTECTIVE LIFE INS GRP,"24,621,227",0.25%
47,L,1348,MEIJI YASUDA LIFE INS GRP,"23,866,589",0.24%
48,L,233,CNO FINANCIAL GRP,"21,271,735",0.22%
49,L,4794,DELAWARE LIFE HOLDING GRP,"20,219,174",0.21%
50,L,91,HARTFORD FIRE & CAS GRP,"19,251,342",0.20%
51,L,212,ZURICH INS GRP,"16,597,973",0.17%
52,L,66850,NATIONAL WESTERN LIFE INS CO,"15,384,001",0.16%
53,L,3436,LIBERTY LIFE GRP TRUST GRP,"15,053,542",0.15%
54,F,56685,GBU FINANCIAL LIFE,"15,027,472",0.15%
