rank,type_,code,name,premium,share
97,L,65927,LINCOLN HERITAGE LIFE INS CO,"534,638",0.02%
98,L,535,COLUMBIAN LIFE GRP,"512,192",0.01%
99,L,572,BCBS OF MI GRP,"443,492",0.01%
100,L,330,AMERICAN FIDELITY CORP GRP,"407,657",0.01%
101,L,71404,CONTINENTAL GEN INS CO,"404,996",0.01%
102,L,4827,SOUTHLAND NATL HOLDING GRP,"383,689",0.01%
103,L,63290,FIDELITY LIFE ASSN A LEGAL RESERVE L,"315,430",0.01%
104,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"309,872",0.01%
105,L,61212,BALTIMORE LIFE INS CO,"295,103",0.01%
106,L,60445,SAGICOR LIFE INS CO,"280,145",0.01%
107,L,4553,SAVINGS BANK LIFE GRP,"272,528",0.01%
108,L,276,TRUSTMARK MUT HOLDING CO GRP,"256,127",0.01%
109,L,450,GENEVE HOLDINGS INC GRP,"232,778",0.01%
110,L,50,COUNTRY INS & FIN SERV GRP,"213,941",0.01%
111,F,56685,GBU FINANCIAL LIFE,"210,452",0.01%
112,L,76325,SENIOR HLTH INS CO OF PA,"197,212",0.01%
113,L,542,INDIANA FARM BUREAU GRP,"190,347",0.01%
114,L,68772,SECURITY MUT LIFE INS CO OF NY,"187,690",0.01%
115,L,4877,TWA & AMFI CORP GRP,"186,541",0.01%
116,F,57541,MODERN WOODMEN OF AMER,"147,761",0%
117,L,581,BOSTON MUT GRP,"143,534",0%
118,L,3527,AMERICAN ENTERPRISE MUT GRP,"137,574",0%
119,F,56456,UNITED STATES LETTER CARRIERS MUT BE,"131,885",0%
120,L,11121,UNIFIED LIFE INS CO,"127,749",0%
121,L,687,GUARANTEE TRUST GRP,"121,079",0%
122,F,56332,FIRST CATH SLOVAK LADIES ASSN USA,"113,650",0%
123,L,350,GENERAL ELECTRIC GRP,"99,585",0%
124,L,473,AMERICAN FAMILY INS GRP,"93,699",0%
125,L,4725,ENSTAR GRP,"86,338",0%
1,L,707,UNITEDHEALTH GRP,"210,579,409",8.78%
2,L,304,PRUDENTIAL OF AMER GRP,"136,511,846",5.69%
3,L,860,NORTHWESTERN MUT GRP,"95,172,018",3.97%
4,L,826,NEW YORK LIFE GRP,"93,095,416",3.88%
5,L,761,ALLIANZ INS GRP,"66,426,957",2.77%
6,L,140,NATIONWIDE CORP GRP,"65,868,292",2.75%
7,L,431,SAMMONS ENTERPRISES GRP,"65,665,754",2.74%
8,L,12,AMERICAN INTL GRP,"65,656,520",2.74%
9,L,918,JACKSON NATL GRP,"64,543,841",2.69%
10,L,904,JOHN HANCOCK GRP,"58,885,743",2.45%
11,L,20,LINCOLN NATL GRP,"57,380,544",2.39%
12,L,1348,MEIJI YASUDA LIFE INS GRP,"57,121,968",2.38%
13,L,241,METROPOLITAN GRP,"53,635,224",2.24%
14,L,901,CIGNA HLTH GRP,"52,659,921",2.20%
15,L,468,AEGON US HOLDING GRP,"52,624,732",2.19%
16,L,332,PRINCIPAL FIN GRP,"51,734,423",2.16%
17,L,1,AETNA GRP,"50,328,229",2.10%
18,L,435,MASS MUT LIFE INS GRP,"48,895,396",2.04%
19,L,4832,VOYA FINANCIAL GRP,"47,393,880",1.98%
20,L,261,MUTUAL OF OMAHA GRP,"44,725,095",1.86%
21,L,1216,TIAA FAMILY GRP,"43,199,502",1.80%
22,L,619,ONEAMERICA FIN PARTNERS GRP,"40,934,523",1.71%
23,L,370,AFLAC GRP,"33,481,424",1.40%
24,L,2658,AMERICAN EQUITY INVESTMENT GRP,"32,994,476",1.38%
25,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"32,857,565",1.37%
26,L,513,IOWA FARM BUREAU GRP,"29,050,385",1.21%
27,L,4734,ATHENE GRP,"28,453,588",1.19%
28,L,709,PACIFIC LIFE GRP,"28,344,451",1.18%
29,L,869,MINNESOTA MUT GRP,"28,138,520",1.17%
30,L,968,AXA INS GRP,"26,754,160",1.12%
31,L,176,STATE FARM GRP,"25,622,528",1.07%
32,L,91,HARTFORD FIRE & CAS GRP,"24,565,349",1.02%
33,L,769,GREAT WEST GRP,"24,468,999",1.02%
34,L,84,AMERICAN FINANCIAL GRP,"23,123,724",0.96%
35,L,4855,SUMITOMO LIFE INS GRP,"23,033,891",0.96%
36,L,458,PROTECTIVE LIFE INS GRP,"22,918,488",0.96%
37,L,1117,MANHATTAN LIFE GRP,"22,876,221",0.95%
38,L,233,CNO FINANCIAL GRP,"20,982,824",0.87%
39,L,3891,GOLDMAN SACHS GRP,"20,566,380",0.86%
40,L,212,ZURICH INS GRP,"19,678,475",0.82%
41,L,306,CUNA MUT GRP,"18,842,931",0.79%
42,L,943,AMERITAS MUT HOLDING GRP,"17,983,897",0.75%
43,L,565,UNUMPROVIDENT CORP GRP,"17,666,283",0.74%
44,L,4011,GENWORTH FIN GRP,"17,236,110",0.72%
45,L,4,AMERIPRISE FIN GRP,"16,161,452",0.67%
46,L,2878,UNITED HERITAGE MUT GRP,"13,795,992",0.58%
47,L,704,OHIO NATL LIFE GRP,"12,873,851",0.54%
48,L,3098,TOKIO MARINE HOLDINGS INC GRP,"11,471,554",0.48%
49,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"11,004,821",0.46%
50,L,290,TORCHMARK CORP GRP,"10,879,547",0.45%
51,L,4794,DELAWARE LIFE HOLDING GRP,"10,741,377",0.45%
52,L,330,AMERICAN FIDELITY CORP GRP,"10,392,433",0.43%
53,L,615,BENEFICIAL LIFE GRP,"10,255,064",0.43%
54,L,1280,GREAT WESTERN CO GRP,"10,191,415",0.42%
55,L,1207,CAMBIA HEALTH SOLUTIONS INC,"9,892,014",0.41%
56,L,836,WEST SOUTHERN GRP,"9,464,788",0.39%
57,L,4750,PRIMERICA GRP,"7,696,518",0.32%
58,F,57541,MODERN WOODMEN OF AMER,"7,435,546",0.31%
59,L,408,AMERICAN NATL FIN GRP,"7,319,177",0.31%
60,L,429,GUARDIAN LIFE GRP,"7,092,615",0.30%
61,L,850,PENN MUT GRP,"6,680,616",0.28%
62,L,4815,RESOLUTION LIFE GRP,"6,656,742",0.28%
63,L,4731,HARBINGER GRP,"5,721,859",0.24%
64,L,8,ALLSTATE INS GRP,"5,556,055",0.23%
65,L,872,BANNER LIFE GRP,"5,541,831",0.23%
66,L,62510,EQUITRUST LIFE INS CO,"5,448,956",0.23%
67,L,19,ASSURANT INC GRP,"5,321,641",0.22%
68,L,588,KANSAS CITY LIFE INS GRP,"5,088,278",0.21%
69,L,4824,ADVANTAGE CAPITAL GRP,"4,501,006",0.19%
70,L,549,SUN LIFE ASSUR CO OF CN GRP,"4,089,118",0.17%
71,L,525,PAN AMER LIFE GRP,"3,957,087",0.16%
72,L,169,SENTRY INS GRP,"3,843,950",0.16%
73,L,587,ATLANTIC AMER GRP,"3,809,497",0.16%
74,F,58033,KNIGHTS OF COLUMBUS,"3,790,484",0.16%
75,L,661,BCBS OF SC GRP,"3,758,823",0.16%
76,L,4736,GGC GRP,"3,755,480",0.16%
77,L,66850,NATIONAL WESTERN LIFE INS CO,"3,691,805",0.15%
78,L,60445,SAGICOR LIFE INS CO,"3,624,984",0.15%
79,L,111,LIBERTY MUT GRP,"3,574,335",0.15%
80,L,4483,NESTLE SA GRP,"3,541,148",0.15%
81,L,981,FIDELITY INVESTMENT INS & ANN GRP,"3,496,067",0.15%
82,L,626,CHUBB LTD GRP,"3,456,645",0.14%
83,L,3527,AMERICAN ENTERPRISE MUT GRP,"3,339,580",0.14%
84,F,56383,ORDER OF UNITED COMMERCIAL TRAVELERS,"3,168,970",0.13%
85,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"2,924,379",0.12%
86,L,4836,JEFFERSON NATIONAL GRP,"2,853,208",0.12%
87,L,4844,LIA HOLDINGS GRP,"2,700,000",0.11%
88,L,276,TRUSTMARK MUT HOLDING CO GRP,"2,657,796",0.11%
89,L,449,FINANCIAL HOLDINGS GRP,"2,382,666",0.10%
90,L,634,NATIONAL LIFE GRP,"2,216,275",0.09%
91,L,574,AMERCO CORP GRP,"2,210,342",0.09%
92,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"2,171,694",0.09%
93,L,62952,EQUITABLE LIFE & CAS INS CO,"2,168,758",0.09%
94,L,264,HEALTHMARKETS GRP,"1,896,297",0.08%
95,L,65927,LINCOLN HERITAGE LIFE INS CO,"1,807,989",0.08%
96,L,473,AMERICAN FAMILY INS GRP,"1,788,237",0.07%
97,L,367,PHYSICIANS MUT GRP,"1,746,503",0.07%
98,L,4853,AAA LIFE GRP,"1,739,969",0.07%
99,L,450,GENEVE HOLDINGS INC GRP,"1,688,597",0.07%
100,L,88668,MUTUAL OF AMER LIFE INS CO,"1,673,104",0.07%
101,L,4213,WILTON RE GRP,"1,631,700",0.07%
102,L,876,ARKANSAS BCBS GRP,"1,311,026",0.05%
103,L,4716,FORTRESS GRP,"1,300,527",0.05%
104,L,300,HORACE MANN GRP,"1,223,635",0.05%
105,L,2538,AMTRUST NGH GRP,"1,179,689",0.05%
106,L,244,CINCINNATI FIN GRP,"1,134,488",0.05%
107,L,7,FEDERATED MUT GRP,"1,091,470",0.05%
108,F,57657,ROYAL NEIGHBORS OF AMER,"855,866",0.04%
109,L,64505,HOMESTEADERS LIFE CO,"818,689",0.03%
110,L,535,COLUMBIAN LIFE GRP,"810,127",0.03%
111,L,3436,LIBERTY LIFE GRP TRUST GRP,"688,652",0.03%
112,F,57142,SONS OF NORWAY,"657,424",0.03%
113,L,4712,GPM LIFE GRP,"647,265",0.03%
114,L,690,CENTRAL STATES GRP,"638,763",0.03%
115,L,4862,ASSURITY GRP,"631,631",0.03%
116,L,280,AUTO OWNERS GRP,"615,007",0.03%
117,L,812,HIGHMARK GRP,"612,069",0.03%
118,L,98,WR BERKLEY CORP GRP,"590,690",0.02%
119,L,50,COUNTRY INS & FIN SERV GRP,"577,089",0.02%
120,L,315,INDUSTRIAL ALLIANCE GRP,"564,436",0.02%
121,L,77879,5 STAR LIFE INS CO,"560,686",0.02%
122,L,451,FIDELITY SECURITY GRP,"549,715",0.02%
123,L,81779,INDIVIDUAL ASSUR CO LIFE HLTH & ACC,"524,667",0.02%
124,L,4553,SAVINGS BANK LIFE GRP,"519,712",0.02%
125,L,63290,FIDELITY LIFE ASSN A LEGAL RESERVE L,"500,991",0.02%
1,L,304,PRUDENTIAL OF AMER GRP,"1,751,676,638",6.44%
2,L,241,METROPOLITAN GRP,"1,245,475,779",4.58%
3,L,435,MASS MUT LIFE INS GRP,"1,131,610,642",4.16%
4,L,860,NORTHWESTERN MUT GRP,"1,031,869,928",3.79%
5,L,707,UNITEDHEALTH GRP,"955,513,920",3.51%
6,L,1,AETNA GRP,"937,748,480",3.45%
7,L,332,PRINCIPAL FIN GRP,"926,969,428",3.41%
8,L,904,JOHN HANCOCK GRP,"855,409,302",3.15%
9,L,918,JACKSON NATL GRP,"818,296,034",3.01%
10,L,4832,VOYA FINANCIAL GRP,"808,735,361",2.97%
11,L,468,AEGON US HOLDING GRP,"767,956,834",2.82%
12,L,826,NEW YORK LIFE GRP,"739,668,519",2.72%
13,L,12,AMERICAN INTL GRP,"720,615,846",2.65%
14,L,20,LINCOLN NATL GRP,"696,793,829",2.56%
15,L,140,NATIONWIDE CORP GRP,"621,286,267",2.28%
16,L,968,AXA INS GRP,"611,290,970",2.25%
17,L,1216,TIAA FAMILY GRP,"596,386,420",2.19%
18,L,761,ALLIANZ INS GRP,"583,961,152",2.15%
19,L,901,CIGNA HLTH GRP,"580,280,554",2.13%
20,L,431,SAMMONS ENTERPRISES GRP,"564,371,801",2.08%
21,L,869,MINNESOTA MUT GRP,"542,455,206",1.99%
22,L,709,PACIFIC LIFE GRP,"483,601,853",1.78%
23,L,233,CNO FINANCIAL GRP,"454,141,614",1.67%
24,L,50,COUNTRY INS & FIN SERV GRP,"429,274,426",1.58%
25,L,261,MUTUAL OF OMAHA GRP,"388,804,048",1.43%
26,L,176,STATE FARM GRP,"338,296,384",1.24%
27,L,4815,RESOLUTION LIFE GRP,"325,350,797",1.20%
28,L,429,GUARDIAN LIFE GRP,"317,393,330",1.17%
29,L,91,HARTFORD FIRE & CAS GRP,"308,364,667",1.13%
30,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"300,878,572",1.11%
31,L,2658,AMERICAN EQUITY INVESTMENT GRP,"285,519,614",1.05%
32,L,565,UNUMPROVIDENT CORP GRP,"277,539,182",1.02%
33,L,4855,SUMITOMO LIFE INS GRP,"240,549,396",0.88%
34,L,4,AMERIPRISE FIN GRP,"234,558,978",0.86%
35,L,4734,ATHENE GRP,"230,010,333",0.85%
36,L,769,GREAT WEST GRP,"217,527,456",0.80%
37,L,3891,GOLDMAN SACHS GRP,"200,918,323",0.74%
38,L,619,ONEAMERICA FIN PARTNERS GRP,"198,628,648",0.73%
39,L,4011,GENWORTH FIN GRP,"169,353,350",0.62%
40,L,458,PROTECTIVE LIFE INS GRP,"152,053,281",0.56%
41,L,370,AFLAC GRP,"151,096,113",0.56%
42,L,3098,TOKIO MARINE HOLDINGS INC GRP,"136,554,911",0.50%
43,L,836,WEST SOUTHERN GRP,"132,773,184",0.49%
44,L,549,SUN LIFE ASSUR CO OF CN GRP,"131,909,949",0.49%
45,L,84,AMERICAN FINANCIAL GRP,"131,811,575",0.48%
46,L,290,TORCHMARK CORP GRP,"122,474,461",0.45%
47,L,704,OHIO NATL LIFE GRP,"120,668,836",0.44%
48,L,1348,MEIJI YASUDA LIFE INS GRP,"115,728,897",0.43%
49,L,306,CUNA MUT GRP,"114,391,641",0.42%
50,L,153,PEKIN INS GRP,"112,528,142",0.41%
51,L,4731,HARBINGER GRP,"100,120,830",0.37%
52,L,943,AMERITAS MUT HOLDING GRP,"99,441,630",0.37%
53,L,850,PENN MUT GRP,"93,079,855",0.34%
54,L,917,HCSC GRP,"91,497,265",0.34%
55,L,451,FIDELITY SECURITY GRP,"89,886,322",0.33%
56,L,62510,EQUITRUST LIFE INS CO,"87,123,341",0.32%
57,L,4750,PRIMERICA GRP,"79,053,496",0.29%
58,L,212,ZURICH INS GRP,"76,074,344",0.28%
59,L,19,ASSURANT INC GRP,"72,165,897",0.27%
60,F,58033,KNIGHTS OF COLUMBUS,"72,045,230",0.26%
61,L,8,ALLSTATE INS GRP,"71,535,894",0.26%
62,L,88668,MUTUAL OF AMER LIFE INS CO,"63,337,440",0.23%
63,L,111,LIBERTY MUT GRP,"61,950,882",0.23%
64,L,408,AMERICAN NATL FIN GRP,"61,090,267",0.22%
65,L,634,NATIONAL LIFE GRP,"57,831,352",0.21%
66,L,4736,GGC GRP,"54,434,337",0.20%
67,F,57541,MODERN WOODMEN OF AMER,"50,577,044",0.19%
68,L,981,FIDELITY INVESTMENT INS & ANN GRP,"50,572,006",0.19%
69,L,872,BANNER LIFE GRP,"50,035,584",0.18%
70,L,300,HORACE MANN GRP,"47,816,359",0.18%
71,L,473,AMERICAN FAMILY INS GRP,"44,038,109",0.16%
72,L,4483,NESTLE SA GRP,"40,619,134",0.15%
73,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"39,361,343",0.14%
74,L,4844,LIA HOLDINGS GRP,"39,272,713",0.14%
75,L,4824,ADVANTAGE CAPITAL GRP,"38,673,381",0.14%
76,L,169,SENTRY INS GRP,"38,645,656",0.14%
77,L,626,CHUBB LTD GRP,"38,415,621",0.14%
78,L,661,BCBS OF SC GRP,"37,568,162",0.14%
79,L,367,PHYSICIANS MUT GRP,"33,576,819",0.12%
80,L,525,PAN AMER LIFE GRP,"32,584,036",0.12%
81,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"32,301,646",0.12%
82,L,812,HIGHMARK GRP,"31,520,323",0.12%
83,L,4836,JEFFERSON NATIONAL GRP,"28,184,376",0.10%
84,L,3527,AMERICAN ENTERPRISE MUT GRP,"27,226,876",0.10%
85,L,687,GUARANTEE TRUST GRP,"24,467,891",0.09%
86,L,330,AMERICAN FIDELITY CORP GRP,"23,569,270",0.09%
87,L,64505,HOMESTEADERS LIFE CO,"23,024,978",0.08%
88,L,215,KEMPER CORP GRP,"22,268,843",0.08%
89,L,244,CINCINNATI FIN GRP,"22,100,373",0.08%
90,L,81264,NIPPON LIFE INS CO OF AMER,"22,075,793",0.08%
91,L,84174,ELCO MUT LIFE & ANN,"21,681,895",0.08%
92,L,450,GENEVE HOLDINGS INC GRP,"21,348,773",0.08%
93,L,66850,NATIONAL WESTERN LIFE INS CO,"21,157,327",0.08%
94,L,4794,DELAWARE LIFE HOLDING GRP,"20,917,288",0.08%
95,L,4853,AAA LIFE GRP,"19,983,412",0.07%
96,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"19,860,239",0.07%
97,L,3436,LIBERTY LIFE GRP TRUST GRP,"18,916,825",0.07%
98,F,56227,KSKJ LIFE AMER SLOVENIAN CATHOLIC UN,"18,493,479",0.07%
99,L,449,FINANCIAL HOLDINGS GRP,"18,204,201",0.07%
100,L,574,AMERCO CORP GRP,"18,000,902",0.07%
101,L,65927,LINCOLN HERITAGE LIFE INS CO,"17,352,312",0.06%
102,L,276,TRUSTMARK MUT HOLDING CO GRP,"17,030,120",0.06%
103,L,4213,WILTON RE GRP,"17,018,205",0.06%
104,L,280,AUTO OWNERS GRP,"16,489,793",0.06%
105,L,781,UNION LABOR GRP,"15,760,592",0.06%
106,F,56685,GBU FINANCIAL LIFE,"15,725,413",0.06%
107,L,62952,EQUITABLE LIFE & CAS INS CO,"14,596,410",0.05%
108,F,57711,WESTERN CATHOLIC UNION,"14,595,837",0.05%
109,L,671,ANTHEM INC GRP,"14,002,512",0.05%
110,L,4716,FORTRESS GRP,"13,386,935",0.05%
111,L,588,KANSAS CITY LIFE INS GRP,"13,004,829",0.05%
112,L,248,UNITED FIRE & CAS GRP,"12,720,451",0.05%
113,L,1280,GREAT WESTERN CO GRP,"12,208,854",0.04%
114,L,2538,AMTRUST NGH GRP,"12,016,031",0.04%
115,L,1117,MANHATTAN LIFE GRP,"11,790,006",0.04%
116,L,64580,ILLINOIS MUT LIFE INS CO,"11,757,227",0.04%
117,L,98,WR BERKLEY CORP GRP,"10,489,092",0.04%
118,F,57770,CATHOLIC HOLY FAMILY SOCIETY,"10,468,600",0.04%
119,L,264,HEALTHMARKETS GRP,"10,164,956",0.04%
120,L,63223,FEDERAL LIFE INS CO,"9,942,565",0.04%
121,L,520,NEW ERA LIFE GRP,"9,941,717",0.04%
122,L,7,FEDERATED MUT GRP,"9,935,622",0.04%
123,F,56693,GREEK CATHOLIC UNION OF THE USA,"9,893,563",0.04%
124,L,315,INDUSTRIAL ALLIANCE GRP,"9,830,989",0.04%
125,L,68063,PROFESSIONAL LIFE & CAS CO,"9,640,099",0.04%
1,L,707,UNITEDHEALTH GRP,"1,857,042,693",12.04%
2,L,3891,GOLDMAN SACHS GRP,"861,718,587",5.59%
3,L,619,ONEAMERICA FIN PARTNERS GRP,"755,892,865",4.90%
4,L,332,PRINCIPAL FIN GRP,"723,055,864",4.69%
5,L,918,JACKSON NATL GRP,"552,695,684",3.58%
6,L,304,PRUDENTIAL OF AMER GRP,"547,701,460",3.55%
7,L,12,AMERICAN INTL GRP,"530,060,542",3.44%
8,L,241,METROPOLITAN GRP,"499,115,828",3.24%
9,L,20,LINCOLN NATL GRP,"489,585,479",3.17%
10,L,431,SAMMONS ENTERPRISES GRP,"385,434,633",2.50%
11,L,4832,VOYA FINANCIAL GRP,"366,991,441",2.38%
12,L,860,NORTHWESTERN MUT GRP,"365,479,764",2.37%
13,L,1,AETNA GRP,"348,175,966",2.26%
14,L,468,AEGON US HOLDING GRP,"295,124,828",1.91%
15,L,435,MASS MUT LIFE INS GRP,"285,588,911",1.85%
16,L,904,JOHN HANCOCK GRP,"279,141,070",1.81%
17,L,901,CIGNA HLTH GRP,"276,004,172",1.79%
18,L,140,NATIONWIDE CORP GRP,"271,807,770",1.76%
19,L,233,CNO FINANCIAL GRP,"269,171,410",1.74%
20,L,761,ALLIANZ INS GRP,"255,747,871",1.66%
21,L,261,MUTUAL OF OMAHA GRP,"255,407,638",1.66%
22,L,826,NEW YORK LIFE GRP,"230,986,995",1.50%
23,L,1216,TIAA FAMILY GRP,"226,933,594",1.47%
24,L,869,MINNESOTA MUT GRP,"185,585,875",1.20%
25,L,2658,AMERICAN EQUITY INVESTMENT GRP,"177,246,780",1.15%
26,L,3098,TOKIO MARINE HOLDINGS INC GRP,"161,493,947",1.05%
27,L,709,PACIFIC LIFE GRP,"160,321,434",1.04%
28,L,968,AXA INS GRP,"145,765,576",0.94%
29,L,176,STATE FARM GRP,"137,503,606",0.89%
30,L,429,GUARDIAN LIFE GRP,"136,417,071",0.88%
31,L,84,AMERICAN FINANCIAL GRP,"125,449,665",0.81%
32,L,4734,ATHENE GRP,"124,351,489",0.81%
33,L,542,INDIANA FARM BUREAU GRP,"120,993,383",0.78%
34,L,91,HARTFORD FIRE & CAS GRP,"120,958,826",0.78%
35,L,4855,SUMITOMO LIFE INS GRP,"116,263,200",0.75%
36,L,4,AMERIPRISE FIN GRP,"115,934,390",0.75%
37,L,370,AFLAC GRP,"115,244,356",0.75%
38,L,769,GREAT WEST GRP,"112,851,341",0.73%
39,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"109,337,146",0.71%
40,L,836,WEST SOUTHERN GRP,"108,274,457",0.70%
41,L,565,UNUMPROVIDENT CORP GRP,"97,661,110",0.63%
42,L,458,PROTECTIVE LIFE INS GRP,"92,722,534",0.60%
43,L,306,CUNA MUT GRP,"92,601,974",0.60%
44,L,4844,LIA HOLDINGS GRP,"89,734,512",0.58%
45,L,1348,MEIJI YASUDA LIFE INS GRP,"89,031,723",0.58%
46,L,4011,GENWORTH FIN GRP,"76,758,628",0.50%
47,L,290,TORCHMARK CORP GRP,"73,135,801",0.47%
48,L,19,ASSURANT INC GRP,"57,306,363",0.37%
49,L,549,SUN LIFE ASSUR CO OF CN GRP,"56,885,269",0.37%
50,L,111,LIBERTY MUT GRP,"51,633,847",0.33%
51,L,4483,NESTLE SA GRP,"50,374,190",0.33%
52,L,671,ANTHEM INC GRP,"48,445,694",0.31%
53,L,330,AMERICAN FIDELITY CORP GRP,"46,095,772",0.30%
54,L,943,AMERITAS MUT HOLDING GRP,"40,624,205",0.26%
55,L,704,OHIO NATL LIFE GRP,"40,261,651",0.26%
56,L,4731,HARBINGER GRP,"37,854,079",0.25%
57,L,88668,MUTUAL OF AMER LIFE INS CO,"35,945,385",0.23%
58,L,62510,EQUITRUST LIFE INS CO,"35,690,542",0.23%
59,L,408,AMERICAN NATL FIN GRP,"35,031,878",0.23%
60,L,64505,HOMESTEADERS LIFE CO,"34,870,665",0.23%
61,L,153,PEKIN INS GRP,"32,391,587",0.21%
62,L,661,BCBS OF SC GRP,"32,354,533",0.21%
63,L,3527,AMERICAN ENTERPRISE MUT GRP,"31,864,227",0.21%
64,L,84174,ELCO MUT LIFE & ANN,"30,611,960",0.20%
65,L,450,GENEVE HOLDINGS INC GRP,"28,372,553",0.18%
66,L,8,ALLSTATE INS GRP,"28,000,783",0.18%
67,L,4750,PRIMERICA GRP,"27,732,390",0.18%
68,L,300,HORACE MANN GRP,"26,628,107",0.17%
69,L,4794,DELAWARE LIFE HOLDING GRP,"26,456,043",0.17%
70,F,58033,KNIGHTS OF COLUMBUS,"25,759,279",0.17%
71,L,4736,GGC GRP,"22,832,006",0.15%
72,L,4815,RESOLUTION LIFE GRP,"21,298,776",0.14%
73,L,367,PHYSICIANS MUT GRP,"21,029,460",0.14%
74,L,473,AMERICAN FAMILY INS GRP,"20,605,406",0.13%
75,L,244,CINCINNATI FIN GRP,"20,333,380",0.13%
76,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"20,060,602",0.13%
77,L,4716,FORTRESS GRP,"18,454,452",0.12%
78,L,872,BANNER LIFE GRP,"17,231,762",0.11%
79,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"17,112,846",0.11%
80,L,215,KEMPER CORP GRP,"16,914,499",0.11%
81,L,850,PENN MUT GRP,"16,725,605",0.11%
82,L,520,NEW ERA LIFE GRP,"15,798,877",0.10%
83,L,4836,JEFFERSON NATIONAL GRP,"15,395,368",0.10%
84,L,626,CHUBB LTD GRP,"13,903,719",0.09%
85,L,280,AUTO OWNERS GRP,"13,891,839",0.09%
86,F,57541,MODERN WOODMEN OF AMER,"13,219,322",0.09%
87,B,4616,EVERENCE GRP,"12,961,631",0.08%
88,L,212,ZURICH INS GRP,"12,320,020",0.08%
89,L,838,CINCINNATI EQUITABLE CO GRP,"11,663,977",0.08%
90,L,451,FIDELITY SECURITY GRP,"11,053,689",0.07%
91,L,276,TRUSTMARK MUT HOLDING CO GRP,"11,028,973",0.07%
92,L,634,NATIONAL LIFE GRP,"10,814,326",0.07%
93,L,4213,WILTON RE GRP,"10,735,361",0.07%
94,L,588,KANSAS CITY LIFE INS GRP,"10,660,280",0.07%
95,L,213,ERIE INS GRP,"10,143,121",0.07%
96,L,169,SENTRY INS GRP,"10,080,101",0.07%
97,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"9,939,797",0.06%
98,L,98,WR BERKLEY CORP GRP,"9,782,219",0.06%
99,L,981,FIDELITY INVESTMENT INS & ANN GRP,"9,564,580",0.06%
100,L,574,AMERCO CORP GRP,"9,523,260",0.06%
101,L,581,BOSTON MUT GRP,"9,153,007",0.06%
102,L,7,FEDERATED MUT GRP,"8,887,711",0.06%
103,L,812,HIGHMARK GRP,"8,686,771",0.06%
104,L,71404,CONTINENTAL GEN INS CO,"8,386,652",0.05%
105,L,587,ATLANTIC AMER GRP,"8,341,579",0.05%
106,L,1280,GREAT WESTERN CO GRP,"8,324,613",0.05%
107,L,1117,MANHATTAN LIFE GRP,"8,187,996",0.05%
108,F,56693,GREEK CATHOLIC UNION OF THE USA,"7,753,952",0.05%
109,L,267,GRANGE MUT CAS GRP,"7,117,062",0.05%
110,L,4853,AAA LIFE GRP,"7,018,490",0.05%
111,L,449,FINANCIAL HOLDINGS GRP,"6,644,159",0.04%
112,L,66850,NATIONAL WESTERN LIFE INS CO,"6,530,391",0.04%
113,L,525,PAN AMER LIFE GRP,"6,525,489",0.04%
114,L,839,WESTBRIDGE CAPITAL GRP,"6,525,215",0.04%
115,L,65927,LINCOLN HERITAGE LIFE INS CO,"6,488,237",0.04%
116,L,62952,EQUITABLE LIFE & CAS INS CO,"6,446,867",0.04%
117,L,81264,NIPPON LIFE INS CO OF AMER,"6,240,319",0.04%
118,L,687,GUARANTEE TRUST GRP,"5,941,540",0.04%
119,L,917,HCSC GRP,"5,804,978",0.04%
120,L,264,HEALTHMARKETS GRP,"5,215,474",0.03%
121,L,291,MOTORISTS MUT GRP,"5,166,094",0.03%
122,L,123,SHELTER INS GRP,"4,856,439",0.03%
123,F,56170,WOMANS LIFE INS SOCIETY,"4,804,078",0.03%
124,L,4862,ASSURITY GRP,"4,654,667",0.03%
125,L,63495,FORESTERS LIFE INS ANN CO,"4,643,877",0.03%
1,L,332,PRINCIPAL FIN GRP,"10,714,790,329",54.58%
2,L,468,AEGON US HOLDING GRP,"1,638,006,924",8.34%
3,L,241,METROPOLITAN GRP,"524,474,523",2.67%
4,L,513,IOWA FARM BUREAU GRP,"376,591,115",1.92%
5,L,435,MASS MUT LIFE INS GRP,"288,127,837",1.47%
6,L,860,NORTHWESTERN MUT GRP,"277,692,665",1.41%
7,L,1216,TIAA FAMILY GRP,"256,325,056",1.31%
8,L,707,UNITEDHEALTH GRP,"253,724,428",1.29%
9,L,304,PRUDENTIAL OF AMER GRP,"251,514,083",1.28%
10,L,826,NEW YORK LIFE GRP,"249,067,452",1.27%
11,L,918,JACKSON NATL GRP,"230,804,198",1.18%
