rank,type_,code,name,premium,share
41,L,918,JACKSON NATL GRP,"3,144,531",0.42%
42,L,850,PENN MUT GRP,"3,046,056",0.41%
43,L,19,ASSURANT INC GRP,"2,884,906",0.39%
44,L,4213,WILTON RE GRP,"2,822,277",0.38%
45,L,111,LIBERTY MUT GRP,"2,784,692",0.38%
46,L,408,AMERICAN NATL FIN GRP,"2,742,873",0.37%
47,L,4855,SUMITOMO LIFE INS GRP,"2,717,252",0.37%
48,L,761,ALLIANZ INS GRP,"2,659,768",0.36%
49,L,872,BANNER LIFE GRP,"2,632,980",0.35%
50,L,68551,ROYAL STATE NATL INS CO LTD,"2,573,894",0.35%
51,L,233,CNO FINANCIAL GRP,"2,533,384",0.34%
52,L,1216,TIAA FAMILY GRP,"2,337,599",0.32%
53,L,4731,HARBINGER GRP,"2,247,467",0.30%
54,L,4853,AAA LIFE GRP,"2,014,638",0.27%
55,L,615,BENEFICIAL LIFE GRP,"1,881,775",0.25%
56,L,4862,ASSURITY GRP,"1,808,810",0.24%
57,L,588,KANSAS CITY LIFE INS GRP,"1,772,407",0.24%
58,L,4483,NESTLE SA GRP,"1,736,935",0.23%
59,L,943,AMERITAS MUT HOLDING GRP,"1,645,848",0.22%
60,L,4734,ATHENE GRP,"1,594,534",0.21%
61,L,449,FINANCIAL HOLDINGS GRP,"1,403,015",0.19%
62,L,370,AFLAC GRP,"1,293,814",0.17%
63,L,901,CIGNA HLTH GRP,"1,269,787",0.17%
64,L,367,PHYSICIANS MUT GRP,"1,197,419",0.16%
65,L,77879,5 STAR LIFE INS CO,"1,165,211",0.16%
66,L,89184,STERLING INVESTORS LIFE INS CO,"982,224",0.13%
67,L,3098,TOKIO MARINE HOLDINGS INC GRP,"876,146",0.12%
68,L,4639,RGA INC GRP,"857,186",0.12%
69,L,4716,FORTRESS GRP,"830,212",0.11%
70,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"758,111",0.10%
71,L,315,INDUSTRIAL ALLIANCE GRP,"715,036",0.10%
72,L,4712,GPM LIFE GRP,"675,567",0.09%
73,L,212,ZURICH INS GRP,"649,126",0.09%
74,L,69310,SURETY LIFE INS CO,"643,349",0.09%
75,L,66850,NATIONAL WESTERN LIFE INS CO,"618,948",0.08%
76,L,65927,LINCOLN HERITAGE LIFE INS CO,"530,151",0.07%
77,F,58033,KNIGHTS OF COLUMBUS,"528,710",0.07%
78,L,535,COLUMBIAN LIFE GRP,"509,906",0.07%
79,L,4736,GGC GRP,"477,122",0.06%
80,L,84,AMERICAN FINANCIAL GRP,"431,050",0.06%
81,L,1,AETNA GRP,"404,826",0.05%
82,L,525,PAN AMER LIFE GRP,"394,437",0.05%
83,L,707,UNITEDHEALTH GRP,"365,557",0.05%
84,L,626,CHUBB LTD GRP,"365,457",0.05%
85,L,4794,DELAWARE LIFE HOLDING GRP,"359,444",0.05%
86,L,62510,EQUITRUST LIFE INS CO,"330,634",0.04%
87,L,63290,FIDELITY LIFE ASSN A LEGAL RESERVE L,"314,906",0.04%
88,L,61212,BALTIMORE LIFE INS CO,"294,999",0.04%
89,L,330,AMERICAN FIDELITY CORP GRP,"290,164",0.04%
90,L,704,OHIO NATL LIFE GRP,"255,807",0.03%
91,L,4553,SAVINGS BANK LIFE GRP,"252,528",0.03%
92,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"244,793",0.03%
93,L,60445,SAGICOR LIFE INS CO,"240,145",0.03%
94,L,781,UNION LABOR GRP,"232,851",0.03%
95,L,542,INDIANA FARM BUREAU GRP,"190,206",0.03%
96,L,68772,SECURITY MUT LIFE INS CO OF NY,"187,612",0.03%
97,L,574,AMERCO CORP GRP,"168,705",0.02%
98,L,4827,SOUTHLAND NATL HOLDING GRP,"166,712",0.02%
99,L,50,COUNTRY INS & FIN SERV GRP,"163,930",0.02%
100,L,1117,MANHATTAN LIFE GRP,"153,114",0.02%
101,L,276,TRUSTMARK MUT HOLDING CO GRP,"139,058",0.02%
102,L,4877,TWA & AMFI CORP GRP,"127,118",0.02%
103,L,581,BOSTON MUT GRP,"117,582",0.02%
104,L,473,AMERICAN FAMILY INS GRP,"93,699",0.01%
105,L,981,FIDELITY INVESTMENT INS & ANN GRP,"93,295",0.01%
106,L,88668,MUTUAL OF AMER LIFE INS CO,"89,434",0.01%
107,L,4725,ENSTAR GRP,"86,338",0.01%
108,L,344,CHURCH PENSION FUND GRP,"85,480",0.01%
109,L,62928,EMC NATL LIFE CO,"68,310",0.01%
110,L,687,GUARANTEE TRUST GRP,"65,972",0.01%
111,L,63495,FORESTERS LIFE INS ANN CO,"62,831",0.01%
112,L,264,HEALTHMARKETS GRP,"59,504",0.01%
113,L,513,IOWA FARM BUREAU GRP,"48,915",0.01%
114,F,57541,MODERN WOODMEN OF AMER,"48,323",0.01%
115,L,244,CINCINNATI FIN GRP,"47,819",0.01%
116,L,150,OLD REPUBLIC GRP,"44,369",0.01%
117,L,450,GENEVE HOLDINGS INC GRP,"43,814",0.01%
118,L,690,CENTRAL STATES GRP,"38,478",0.01%
119,L,215,KEMPER CORP GRP,"35,350",0%
120,L,169,SENTRY INS GRP,"31,997",0%
121,L,350,GENERAL ELECTRIC GRP,"31,036",0%
122,L,917,HCSC GRP,"30,677",0%
123,L,28,AMICA MUT GRP,"30,372",0%
124,L,4836,JEFFERSON NATIONAL GRP,"25,999",0%
125,L,300,HORACE MANN GRP,"25,876",0%
1,L,860,NORTHWESTERN MUT GRP,"60,700,900",10.44%
2,L,826,NEW YORK LIFE GRP,"29,570,025",5.09%
3,L,304,PRUDENTIAL OF AMER GRP,"24,822,601",4.27%
4,L,435,MASS MUT LIFE INS GRP,"21,941,245",3.77%
5,L,241,METROPOLITAN GRP,"20,122,195",3.46%
6,L,513,IOWA FARM BUREAU GRP,"18,732,023",3.22%
7,L,212,ZURICH INS GRP,"18,590,508",3.20%
8,L,1348,MEIJI YASUDA LIFE INS GRP,"18,587,622",3.20%
9,L,20,LINCOLN NATL GRP,"18,454,798",3.17%
10,L,176,STATE FARM GRP,"17,041,120",2.93%
11,L,458,PROTECTIVE LIFE INS GRP,"14,608,300",2.51%
12,L,869,MINNESOTA MUT GRP,"14,415,758",2.48%
13,L,431,SAMMONS ENTERPRISES GRP,"12,443,155",2.14%
14,L,332,PRINCIPAL FIN GRP,"12,421,419",2.14%
15,L,709,PACIFIC LIFE GRP,"12,287,213",2.11%
16,L,468,AEGON US HOLDING GRP,"12,026,688",2.07%
17,L,4832,VOYA FINANCIAL GRP,"10,180,451",1.75%
18,L,1280,GREAT WESTERN CO GRP,"9,963,059",1.71%
19,L,904,JOHN HANCOCK GRP,"9,771,491",1.68%
20,L,619,ONEAMERICA FIN PARTNERS GRP,"9,664,781",1.66%
21,L,91,HARTFORD FIRE & CAS GRP,"9,605,316",1.65%
22,L,615,BENEFICIAL LIFE GRP,"9,260,757",1.59%
23,L,12,AMERICAN INTL GRP,"8,471,233",1.46%
24,L,4011,GENWORTH FIN GRP,"8,024,958",1.38%
25,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"7,703,064",1.33%
26,L,4750,PRIMERICA GRP,"7,684,675",1.32%
27,L,290,TORCHMARK CORP GRP,"7,675,433",1.32%
28,L,261,MUTUAL OF OMAHA GRP,"7,528,768",1.30%
29,L,968,AXA INS GRP,"6,423,113",1.10%
30,L,2878,UNITED HERITAGE MUT GRP,"5,965,994",1.03%
31,L,4815,RESOLUTION LIFE GRP,"5,585,892",0.96%
32,L,901,CIGNA HLTH GRP,"5,519,197",0.95%
33,L,704,OHIO NATL LIFE GRP,"5,492,970",0.94%
34,L,306,CUNA MUT GRP,"5,206,682",0.90%
35,L,872,BANNER LIFE GRP,"5,166,901",0.89%
36,L,4855,SUMITOMO LIFE INS GRP,"4,572,504",0.79%
37,L,565,UNUMPROVIDENT CORP GRP,"4,564,774",0.79%
38,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"4,562,076",0.78%
39,L,918,JACKSON NATL GRP,"4,305,656",0.74%
40,L,943,AMERITAS MUT HOLDING GRP,"4,287,644",0.74%
41,L,761,ALLIANZ INS GRP,"4,030,131",0.69%
42,L,1207,CAMBIA HEALTH SOLUTIONS INC,"4,014,532",0.69%
43,L,850,PENN MUT GRP,"3,753,439",0.65%
44,L,3891,GOLDMAN SACHS GRP,"3,392,252",0.58%
45,L,588,KANSAS CITY LIFE INS GRP,"3,267,732",0.56%
46,L,140,NATIONWIDE CORP GRP,"3,100,879",0.53%
47,L,836,WEST SOUTHERN GRP,"3,073,740",0.53%
48,L,233,CNO FINANCIAL GRP,"2,949,552",0.51%
49,L,429,GUARDIAN LIFE GRP,"2,850,208",0.49%
50,L,4,AMERIPRISE FIN GRP,"2,600,334",0.45%
51,L,8,ALLSTATE INS GRP,"2,405,463",0.41%
52,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"2,280,958",0.39%
53,L,408,AMERICAN NATL FIN GRP,"2,145,103",0.37%
54,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"2,139,393",0.37%
55,F,58033,KNIGHTS OF COLUMBUS,"2,137,565",0.37%
56,L,65927,LINCOLN HERITAGE LIFE INS CO,"1,804,656",0.31%
57,L,473,AMERICAN FAMILY INS GRP,"1,761,861",0.30%
58,F,57541,MODERN WOODMEN OF AMER,"1,700,257",0.29%
59,L,4213,WILTON RE GRP,"1,624,491",0.28%
60,L,111,LIBERTY MUT GRP,"1,592,986",0.27%
61,L,769,GREAT WEST GRP,"1,573,716",0.27%
62,L,1216,TIAA FAMILY GRP,"1,550,935",0.27%
63,L,549,SUN LIFE ASSUR CO OF CN GRP,"1,532,475",0.26%
64,L,4853,AAA LIFE GRP,"1,528,155",0.26%
65,L,4731,HARBINGER GRP,"1,269,574",0.22%
66,L,634,NATIONAL LIFE GRP,"1,237,011",0.21%
67,L,525,PAN AMER LIFE GRP,"1,236,271",0.21%
68,L,19,ASSURANT INC GRP,"1,217,929",0.21%
69,L,4483,NESTLE SA GRP,"1,168,649",0.20%
70,L,4736,GGC GRP,"1,115,711",0.19%
71,L,244,CINCINNATI FIN GRP,"921,074",0.16%
72,L,7,FEDERATED MUT GRP,"920,236",0.16%
73,L,330,AMERICAN FIDELITY CORP GRP,"892,637",0.15%
74,L,64505,HOMESTEADERS LIFE CO,"801,889",0.14%
75,L,449,FINANCIAL HOLDINGS GRP,"785,066",0.14%
76,L,370,AFLAC GRP,"753,664",0.13%
77,L,367,PHYSICIANS MUT GRP,"732,540",0.13%
78,L,4734,ATHENE GRP,"718,602",0.12%
79,L,876,ARKANSAS BCBS GRP,"706,876",0.12%
80,L,4716,FORTRESS GRP,"703,443",0.12%
81,F,57657,ROYAL NEIGHBORS OF AMER,"638,216",0.11%
82,L,77879,5 STAR LIFE INS CO,"560,553",0.10%
83,L,280,AUTO OWNERS GRP,"548,738",0.09%
84,L,315,INDUSTRIAL ALLIANCE GRP,"524,616",0.09%
85,L,4553,SAVINGS BANK LIFE GRP,"519,712",0.09%
86,L,63290,FIDELITY LIFE ASSN A LEGAL RESERVE L,"500,180",0.09%
87,L,300,HORACE MANN GRP,"482,147",0.08%
88,L,535,COLUMBIAN LIFE GRP,"462,257",0.08%
89,L,50,COUNTRY INS & FIN SERV GRP,"398,764",0.07%
90,L,690,CENTRAL STATES GRP,"395,224",0.07%
91,L,1117,MANHATTAN LIFE GRP,"372,452",0.06%
92,L,62510,EQUITRUST LIFE INS CO,"360,760",0.06%
93,L,4862,ASSURITY GRP,"358,544",0.06%
94,L,87920,LOCOMOTIVE ENGINEERS & CONDUCTORS MU,"354,984",0.06%
95,L,66850,NATIONAL WESTERN LIFE INS CO,"344,970",0.06%
96,L,3098,TOKIO MARINE HOLDINGS INC GRP,"338,742",0.06%
97,L,574,AMERCO CORP GRP,"334,277",0.06%
98,L,626,CHUBB LTD GRP,"332,997",0.06%
99,L,4824,ADVANTAGE CAPITAL GRP,"332,052",0.06%
100,L,61212,BALTIMORE LIFE INS CO,"294,511",0.05%
101,L,1,AETNA GRP,"269,402",0.05%
102,L,69310,SURETY LIFE INS CO,"228,707",0.04%
103,L,4712,GPM LIFE GRP,"205,599",0.04%
104,L,276,TRUSTMARK MUT HOLDING CO GRP,"205,377",0.04%
105,L,64580,ILLINOIS MUT LIFE INS CO,"199,057",0.03%
106,L,84,AMERICAN FINANCIAL GRP,"194,797",0.03%
107,L,264,HEALTHMARKETS GRP,"176,487",0.03%
108,L,707,UNITEDHEALTH GRP,"161,334",0.03%
109,L,4725,ENSTAR GRP,"159,327",0.03%
110,L,28,AMICA MUT GRP,"152,889",0.03%
111,L,581,BOSTON MUT GRP,"150,378",0.03%
112,L,248,UNITED FIRE & CAS GRP,"143,643",0.02%
113,L,68772,SECURITY MUT LIFE INS CO OF NY,"140,360",0.02%
114,L,917,HCSC GRP,"138,759",0.02%
115,L,60445,SAGICOR LIFE INS CO,"137,314",0.02%
116,L,62928,EMC NATL LIFE CO,"127,055",0.02%
117,F,57142,SONS OF NORWAY,"121,209",0.02%
118,L,781,UNION LABOR GRP,"104,626",0.02%
119,L,62952,EQUITABLE LIFE & CAS INS CO,"103,833",0.02%
120,L,4718,TIPTREE FIN GRP,"96,538",0.02%
121,L,215,KEMPER CORP GRP,"92,077",0.02%
122,L,69132,STATE MUT INS CO,"90,267",0.02%
123,L,4639,RGA INC GRP,"81,960",0.01%
124,L,542,INDIANA FARM BUREAU GRP,"80,426",0.01%
125,L,661,BCBS OF SC GRP,"76,435",0.01%
1,L,860,NORTHWESTERN MUT GRP,"742,654,473",10.67%
2,L,241,METROPOLITAN GRP,"555,379,912",7.98%
3,L,304,PRUDENTIAL OF AMER GRP,"376,490,529",5.41%
4,L,826,NEW YORK LIFE GRP,"289,132,023",4.15%
5,L,20,LINCOLN NATL GRP,"286,377,281",4.11%
6,L,176,STATE FARM GRP,"275,728,639",3.96%
7,L,50,COUNTRY INS & FIN SERV GRP,"240,855,429",3.46%
8,L,435,MASS MUT LIFE INS GRP,"224,566,833",3.22%
9,L,869,MINNESOTA MUT GRP,"209,328,875",3.01%
10,L,468,AEGON US HOLDING GRP,"185,744,527",2.67%
11,L,904,JOHN HANCOCK GRP,"175,497,892",2.52%
12,L,709,PACIFIC LIFE GRP,"159,639,002",2.29%
13,L,968,AXA INS GRP,"134,584,908",1.93%
14,L,91,HARTFORD FIRE & CAS GRP,"123,195,889",1.77%
15,L,4832,VOYA FINANCIAL GRP,"122,400,745",1.76%
16,L,458,PROTECTIVE LIFE INS GRP,"117,698,930",1.69%
17,L,12,AMERICAN INTL GRP,"109,554,082",1.57%
18,L,429,GUARDIAN LIFE GRP,"98,234,685",1.41%
19,L,140,NATIONWIDE CORP GRP,"95,129,716",1.37%
20,L,290,TORCHMARK CORP GRP,"88,729,319",1.27%
21,L,332,PRINCIPAL FIN GRP,"85,128,052",1.22%
22,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"83,843,779",1.20%
23,L,565,UNUMPROVIDENT CORP GRP,"82,855,974",1.19%
24,L,431,SAMMONS ENTERPRISES GRP,"81,889,342",1.18%
25,L,4750,PRIMERICA GRP,"78,899,416",1.13%
26,L,769,GREAT WEST GRP,"78,461,507",1.13%
27,L,901,CIGNA HLTH GRP,"76,901,147",1.10%
28,L,261,MUTUAL OF OMAHA GRP,"73,595,521",1.06%
29,L,850,PENN MUT GRP,"68,138,308",0.98%
30,L,4011,GENWORTH FIN GRP,"64,986,689",0.93%
31,L,4815,RESOLUTION LIFE GRP,"63,110,090",0.91%
32,L,917,HCSC GRP,"57,977,044",0.83%
33,L,153,PEKIN INS GRP,"57,487,159",0.83%
34,L,212,ZURICH INS GRP,"56,262,363",0.81%
35,L,549,SUN LIFE ASSUR CO OF CN GRP,"52,659,184",0.76%
36,L,704,OHIO NATL LIFE GRP,"49,653,954",0.71%
37,L,836,WEST SOUTHERN GRP,"49,149,903",0.71%
38,L,872,BANNER LIFE GRP,"47,019,756",0.68%
39,L,8,ALLSTATE INS GRP,"44,175,759",0.63%
40,L,918,JACKSON NATL GRP,"44,091,501",0.63%
41,L,473,AMERICAN FAMILY INS GRP,"43,062,508",0.62%
42,L,4,AMERIPRISE FIN GRP,"42,622,517",0.61%
43,L,1216,TIAA FAMILY GRP,"40,135,359",0.58%
44,F,58033,KNIGHTS OF COLUMBUS,"36,550,647",0.52%
45,L,233,CNO FINANCIAL GRP,"34,280,726",0.49%
46,L,1,AETNA GRP,"32,035,791",0.46%
47,L,3098,TOKIO MARINE HOLDINGS INC GRP,"28,632,434",0.41%
48,L,634,NATIONAL LIFE GRP,"28,597,943",0.41%
49,L,619,ONEAMERICA FIN PARTNERS GRP,"28,561,635",0.41%
50,L,306,CUNA MUT GRP,"27,040,115",0.39%
51,L,19,ASSURANT INC GRP,"25,444,151",0.37%
52,L,761,ALLIANZ INS GRP,"24,718,125",0.35%
53,L,525,PAN AMER LIFE GRP,"24,136,956",0.35%
54,L,4736,GGC GRP,"23,944,227",0.34%
55,L,111,LIBERTY MUT GRP,"23,042,099",0.33%
56,L,3891,GOLDMAN SACHS GRP,"22,007,219",0.32%
57,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"21,993,370",0.32%
58,L,64505,HOMESTEADERS LIFE CO,"21,629,437",0.31%
59,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"20,475,444",0.29%
60,L,4855,SUMITOMO LIFE INS GRP,"20,119,055",0.29%
61,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"19,675,179",0.28%
62,L,1348,MEIJI YASUDA LIFE INS GRP,"19,119,102",0.27%
63,L,244,CINCINNATI FIN GRP,"17,370,825",0.25%
64,L,4483,NESTLE SA GRP,"17,209,564",0.25%
65,L,65927,LINCOLN HERITAGE LIFE INS CO,"17,167,423",0.25%
66,L,4213,WILTON RE GRP,"15,972,067",0.23%
67,L,215,KEMPER CORP GRP,"15,165,248",0.22%
68,L,408,AMERICAN NATL FIN GRP,"14,963,732",0.21%
69,L,4853,AAA LIFE GRP,"14,687,030",0.21%
70,L,943,AMERITAS MUT HOLDING GRP,"12,867,339",0.18%
71,L,4731,HARBINGER GRP,"12,826,849",0.18%
72,L,1280,GREAT WESTERN CO GRP,"12,059,184",0.17%
73,F,57541,MODERN WOODMEN OF AMER,"10,993,064",0.16%
74,L,62510,EQUITRUST LIFE INS CO,"10,222,253",0.15%
75,L,367,PHYSICIANS MUT GRP,"9,971,200",0.14%
76,L,276,TRUSTMARK MUT HOLDING CO GRP,"9,813,968",0.14%
77,L,588,KANSAS CITY LIFE INS GRP,"9,494,096",0.14%
78,L,449,FINANCIAL HOLDINGS GRP,"9,189,340",0.13%
79,L,535,COLUMBIAN LIFE GRP,"8,387,176",0.12%
80,L,707,UNITEDHEALTH GRP,"8,239,024",0.12%
81,L,7,FEDERATED MUT GRP,"8,001,430",0.11%
82,L,4734,ATHENE GRP,"7,493,334",0.11%
83,L,4553,SAVINGS BANK LIFE GRP,"7,337,071",0.11%
84,L,315,INDUSTRIAL ALLIANCE GRP,"7,134,921",0.10%
85,L,248,UNITED FIRE & CAS GRP,"6,944,407",0.10%
86,L,4716,FORTRESS GRP,"6,260,659",0.09%
87,L,64580,ILLINOIS MUT LIFE INS CO,"6,129,935",0.09%
88,L,370,AFLAC GRP,"6,072,751",0.09%
89,L,63290,FIDELITY LIFE ASSN A LEGAL RESERVE L,"5,936,552",0.09%
90,F,57770,CATHOLIC HOLY FAMILY SOCIETY,"5,887,089",0.08%
91,L,280,AUTO OWNERS GRP,"5,458,785",0.08%
92,L,213,ERIE INS GRP,"5,217,849",0.07%
93,L,66850,NATIONAL WESTERN LIFE INS CO,"5,141,916",0.07%
94,L,63223,FEDERAL LIFE INS CO,"4,919,218",0.07%
95,L,300,HORACE MANN GRP,"4,905,431",0.07%
96,L,671,ANTHEM INC GRP,"4,652,609",0.07%
97,L,4862,ASSURITY GRP,"4,551,707",0.07%
98,L,67393,OZARK NATL LIFE INS CO,"4,285,230",0.06%
99,L,781,UNION LABOR GRP,"3,840,011",0.06%
100,L,123,SHELTER INS GRP,"3,454,440",0.05%
101,L,77879,5 STAR LIFE INS CO,"3,312,514",0.05%
102,L,267,GRANGE MUT CAS GRP,"3,238,644",0.05%
103,L,626,CHUBB LTD GRP,"3,024,486",0.04%
104,L,61212,BALTIMORE LIFE INS CO,"2,861,901",0.04%
105,F,56227,KSKJ LIFE AMER SLOVENIAN CATHOLIC UN,"2,840,391",0.04%
106,L,169,SENTRY INS GRP,"2,768,070",0.04%
107,L,581,BOSTON MUT GRP,"2,753,601",0.04%
108,L,4827,SOUTHLAND NATL HOLDING GRP,"2,713,189",0.04%
109,L,574,AMERCO CORP GRP,"2,687,415",0.04%
110,L,451,FIDELITY SECURITY GRP,"2,679,360",0.04%
111,F,57622,POLISH NATL ALLIANCE US OF NA,"2,625,333",0.04%
112,L,330,AMERICAN FIDELITY CORP GRP,"2,590,776",0.04%
113,F,57657,ROYAL NEIGHBORS OF AMER,"2,486,613",0.04%
114,L,542,INDIANA FARM BUREAU GRP,"2,450,603",0.04%
115,L,63495,FORESTERS LIFE INS ANN CO,"2,293,025",0.03%
116,F,57320,WOODMEN WORLD LIFE INS SOC,"2,202,150",0.03%
117,L,62928,EMC NATL LIFE CO,"2,140,977",0.03%
118,L,84,AMERICAN FINANCIAL GRP,"1,999,504",0.03%
119,L,69310,SURETY LIFE INS CO,"1,976,006",0.03%
120,F,56030,CATHOLIC FINANCIAL LIFE,"1,957,057",0.03%
121,L,264,HEALTHMARKETS GRP,"1,809,677",0.03%
122,L,4725,ENSTAR GRP,"1,684,870",0.02%
123,F,57711,WESTERN CATHOLIC UNION,"1,663,641",0.02%
124,L,450,GENEVE HOLDINGS INC GRP,"1,640,278",0.02%
125,L,687,GUARANTEE TRUST GRP,"1,632,116",0.02%
1,L,860,NORTHWESTERN MUT GRP,"223,021,783",7.95%
2,L,241,METROPOLITAN GRP,"202,165,652",7.21%
3,L,304,PRUDENTIAL OF AMER GRP,"151,479,970",5.40%
4,L,20,LINCOLN NATL GRP,"131,881,664",4.70%
5,L,176,STATE FARM GRP,"108,819,267",3.88%
6,L,542,INDIANA FARM BUREAU GRP,"106,485,795",3.80%
7,L,435,MASS MUT LIFE INS GRP,"99,023,854",3.53%
8,L,826,NEW YORK LIFE GRP,"76,429,081",2.72%
9,L,619,ONEAMERICA FIN PARTNERS GRP,"68,758,195",2.45%
10,L,869,MINNESOTA MUT GRP,"68,707,988",2.45%
11,L,468,AEGON US HOLDING GRP,"68,577,795",2.45%
12,L,429,GUARDIAN LIFE GRP,"55,963,706",2.00%
13,L,431,SAMMONS ENTERPRISES GRP,"55,700,658",1.99%
14,L,904,JOHN HANCOCK GRP,"54,253,574",1.93%
15,L,836,WEST SOUTHERN GRP,"46,190,483",1.65%
16,L,458,PROTECTIVE LIFE INS GRP,"45,149,654",1.61%
17,L,290,TORCHMARK CORP GRP,"43,359,172",1.55%
18,L,91,HARTFORD FIRE & CAS GRP,"40,764,656",1.45%
19,L,261,MUTUAL OF OMAHA GRP,"39,375,750",1.40%
20,L,12,AMERICAN INTL GRP,"36,362,096",1.30%
21,L,769,GREAT WEST GRP,"34,439,724",1.23%
22,L,64505,HOMESTEADERS LIFE CO,"34,334,645",1.22%
23,L,709,PACIFIC LIFE GRP,"33,989,080",1.21%
24,L,901,CIGNA HLTH GRP,"30,671,432",1.09%
25,L,4832,VOYA FINANCIAL GRP,"30,253,767",1.08%
26,L,3891,GOLDMAN SACHS GRP,"29,820,679",1.06%
27,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"29,199,118",1.04%
28,L,565,UNUMPROVIDENT CORP GRP,"27,930,333",1.00%
29,L,4750,PRIMERICA GRP,"27,701,330",0.99%
30,L,140,NATIONWIDE CORP GRP,"27,426,498",0.98%
31,L,233,CNO FINANCIAL GRP,"26,929,998",0.96%
32,L,968,AXA INS GRP,"25,277,343",0.90%
33,L,332,PRINCIPAL FIN GRP,"24,673,152",0.88%
34,L,111,LIBERTY MUT GRP,"24,282,300",0.87%
35,L,671,ANTHEM INC GRP,"24,242,670",0.86%
36,L,4011,GENWORTH FIN GRP,"23,389,681",0.83%
37,L,549,SUN LIFE ASSUR CO OF CN GRP,"20,596,227",0.73%
38,L,4815,RESOLUTION LIFE GRP,"19,584,927",0.70%
39,L,19,ASSURANT INC GRP,"19,100,356",0.68%
40,L,473,AMERICAN FAMILY INS GRP,"19,019,627",0.68%
41,L,704,OHIO NATL LIFE GRP,"18,299,458",0.65%
42,L,4,AMERIPRISE FIN GRP,"17,561,686",0.63%
43,L,244,CINCINNATI FIN GRP,"17,109,810",0.61%
44,L,918,JACKSON NATL GRP,"16,527,596",0.59%
45,L,872,BANNER LIFE GRP,"16,332,018",0.58%
46,F,58033,KNIGHTS OF COLUMBUS,"16,230,606",0.58%
47,L,306,CUNA MUT GRP,"14,880,860",0.53%
48,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"14,448,985",0.52%
49,L,3098,TOKIO MARINE HOLDINGS INC GRP,"14,409,239",0.51%
50,L,850,PENN MUT GRP,"13,255,996",0.47%
51,L,4855,SUMITOMO LIFE INS GRP,"12,862,692",0.46%
52,L,153,PEKIN INS GRP,"12,638,450",0.45%
53,L,8,ALLSTATE INS GRP,"12,347,692",0.44%
54,L,1348,MEIJI YASUDA LIFE INS GRP,"11,710,460",0.42%
55,L,838,CINCINNATI EQUITABLE CO GRP,"11,653,379",0.42%
56,L,4716,FORTRESS GRP,"11,133,010",0.40%
57,L,1216,TIAA FAMILY GRP,"10,740,661",0.38%
58,L,4213,WILTON RE GRP,"10,495,413",0.37%
59,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"9,784,624",0.35%
60,L,212,ZURICH INS GRP,"9,686,025",0.35%
61,L,213,ERIE INS GRP,"9,275,711",0.33%
62,L,4483,NESTLE SA GRP,"9,208,149",0.33%
63,L,761,ALLIANZ INS GRP,"8,460,930",0.30%
64,L,1280,GREAT WESTERN CO GRP,"8,204,088",0.29%
65,L,367,PHYSICIANS MUT GRP,"8,138,204",0.29%
66,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"7,722,179",0.28%
67,L,581,BOSTON MUT GRP,"7,667,275",0.27%
68,L,280,AUTO OWNERS GRP,"7,312,726",0.26%
69,L,4736,GGC GRP,"7,245,282",0.26%
70,L,7,FEDERATED MUT GRP,"7,127,269",0.25%
71,L,588,KANSAS CITY LIFE INS GRP,"7,087,799",0.25%
72,L,267,GRANGE MUT CAS GRP,"7,087,193",0.25%
73,L,707,UNITEDHEALTH GRP,"6,432,622",0.23%
74,L,1,AETNA GRP,"6,318,682",0.23%
75,L,65927,LINCOLN HERITAGE LIFE INS CO,"6,273,586",0.22%
76,L,62510,EQUITRUST LIFE INS CO,"6,255,154",0.22%
77,L,450,GENEVE HOLDINGS INC GRP,"6,118,959",0.22%
78,L,4853,AAA LIFE GRP,"6,028,505",0.21%
79,L,634,NATIONAL LIFE GRP,"5,727,195",0.20%
80,L,408,AMERICAN NATL FIN GRP,"5,324,855",0.19%
81,L,330,AMERICAN FIDELITY CORP GRP,"5,288,204",0.19%
82,L,943,AMERITAS MUT HOLDING GRP,"5,186,394",0.18%
83,L,370,AFLAC GRP,"5,129,955",0.18%
84,L,449,FINANCIAL HOLDINGS GRP,"4,940,327",0.18%
85,L,4734,ATHENE GRP,"4,916,384",0.18%
86,L,535,COLUMBIAN LIFE GRP,"4,598,166",0.16%
87,L,123,SHELTER INS GRP,"4,124,065",0.15%
88,L,4731,HARBINGER GRP,"3,891,573",0.14%
89,L,276,TRUSTMARK MUT HOLDING CO GRP,"3,890,981",0.14%
90,L,291,MOTORISTS MUT GRP,"3,793,933",0.14%
91,L,315,INDUSTRIAL ALLIANCE GRP,"3,705,293",0.13%
